,PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
253,893.0,-200.0,3.1,655.0,146.0,990.0,69.0,1097.0,816.0,12.0,71.9,1.003
254,1278.0,-200.0,14.4,1130.0,436.0,580.0,129.0,1506.0,1471.0,15.4,59.6,1.0375
255,-200.0,-200.0,-200.0,-200.0,728.0,-200.0,190.0,-200.0,-200.0,-200.0,-200.0,-200.0
256,951.0,-200.0,4.5,737.0,166.0,910.0,106.0,977.0,922.0,4.7,62.3,0.5368
257,1036.0,-200.0,3.5,683.0,109.0,846.0,71.0,1144.0,693.0,13.7,60.4,0.939
258,1130.0,-200.0,11.3,1026.0,359.0,657.0,115.0,1374.0,1209.0,14.5,60.4,0.9909
259,1363.0,-200.0,16.4,1192.0,531.0,499.0,148.0,1501.0,1637.0,13.4,57.9,0.8895
260,1027.0,-200.0,3.5,684.0,132.0,788.0,94.0,1149.0,666.0,13.2,64.8,0.9801
261,834.0,-200.0,4.1,716.0,-200.0,997.0,-200.0,1205.0,614.0,15.6,55.9,0.985
262,1392.0,-200.0,15.1,1153.0,757.0,542.0,198.0,1395.0,1506.0,7.1,77.3,0.7826
263,1556.0,-200.0,17.1,1214.0,658.0,472.0,227.0,1435.0,2026.0,11.1,52.0,0.6869
264,1493.0,-200.0,50.7,1981.0,846.0,448.0,215.0,1567.0,2346.0,5.4,55.1,0.497
265,905.0,-200.0,5.7,796.0,288.0,900.0,146.0,767.0,699.0,9.6,18.8,0.2246
266,903.0,-200.0,5.4,786.0,-200.0,1073.0,-200.0,1375.0,523.0,19.8,35.4,0.8099
267,1104.0,-200.0,6.9,851.0,367.0,687.0,98.0,1101.0,1085.0,4.3,82.9,0.6968
268,1403.0,-200.0,15.4,1161.0,614.0,487.0,178.0,1576.0,1583.0,15.9,56.6,1.0147
269,969.0,-200.0,4.4,733.0,176.0,901.0,72.0,1191.0,803.0,13.0,67.6,1.009
270,1133.0,-200.0,19.4,1280.0,341.0,595.0,149.0,1791.0,1093.0,34.6,22.0,1.189
271,983.0,-200.0,13.3,1094.0,149.0,817.0,115.0,1659.0,854.0,35.4,15.3,0.8613
272,1765.0,926.0,28.1,1507.0,289.0,533.0,149.0,2271.0,1895.0,18.3,44.1,0.9183
273,972.0,-200.0,3.4,674.0,169.0,926.0,88.0,1032.0,882.0,7.9,69.3,0.7413
274,1353.0,-200.0,15.9,1176.0,318.0,584.0,69.0,1723.0,2150.0,20.1,71.3,1.6564
275,956.0,-200.0,4.4,735.0,189.0,915.0,121.0,942.0,945.0,3.1,53.5,0.4123
276,1757.0,1084.0,33.7,1636.0,302.0,494.0,129.0,2560.0,1806.0,16.2,52.5,0.9576
277,1108.0,-200.0,10.2,985.0,98.0,727.0,108.0,1708.0,1001.0,36.8,27.2,1.6623
278,1408.0,592.0,19.3,1278.0,275.0,682.0,114.0,1928.0,1481.0,11.2,57.0,0.7544
279,1152.0,185.0,12.4,1062.0,138.0,928.0,103.0,1606.0,850.0,20.2,28.5,0.6682
280,786.0,-200.0,2.8,642.0,39.0,1057.0,48.0,1270.0,592.0,20.2,47.1,1.1021
281,1021.0,-200.0,6.9,853.0,-200.0,979.0,-200.0,1457.0,901.0,13.7,59.7,0.9285
282,-200.0,-200.0,-200.0,-200.0,807.0,-200.0,162.0,-200.0,-200.0,-200.0,-200.0,-200.0
283,1055.0,-200.0,7.9,895.0,175.0,758.0,79.0,1468.0,1043.0,19.8,63.7,1.4524
284,860.0,-200.0,1.0,497.0,72.0,1251.0,66.0,912.0,442.0,4.2,75.9,0.6311
285,1049.0,-200.0,6.5,836.0,79.0,926.0,73.0,1615.0,901.0,17.7,62.0,1.2458
286,997.0,-200.0,4.6,742.0,179.0,911.0,82.0,1180.0,899.0,16.7,54.7,1.0311
287,938.0,-200.0,6.1,816.0,38.0,917.0,65.0,1418.0,506.0,40.0,20.0,1.4517
288,1164.0,-200.0,12.8,1076.0,-200.0,788.0,-200.0,1653.0,1032.0,21.4,28.7,0.7231
289,1416.0,145.0,10.7,1002.0,161.0,907.0,119.0,1677.0,1262.0,19.3,38.3,0.8474
290,1146.0,-200.0,14.3,1125.0,363.0,846.0,149.0,1511.0,1016.0,33.4,20.3,1.027
291,1223.0,212.0,11.0,1014.0,172.0,781.0,108.0,1666.0,1219.0,17.6,46.7,0.9324
292,948.0,-200.0,11.1,1017.0,389.0,1065.0,147.0,1077.0,929.0,17.3,20.4,0.4011
293,1376.0,-200.0,25.9,1452.0,531.0,521.0,108.0,2123.0,1541.0,18.5,68.9,1.4565
294,988.0,-200.0,2.2,596.0,68.0,1056.0,57.0,1118.0,541.0,14.8,63.5,1.0592
295,869.0,-200.0,6.5,835.0,61.0,1078.0,76.0,1437.0,807.0,19.2,42.0,0.9248
296,951.0,-200.0,8.6,926.0,351.0,902.0,113.0,1460.0,949.0,23.5,41.6,1.1884
297,1016.0,-200.0,4.6,744.0,231.0,825.0,167.0,1053.0,1020.0,4.2,77.9,0.6479
298,949.0,-200.0,2.9,647.0,117.0,956.0,100.0,1023.0,762.0,4.0,80.8,0.6666
299,1156.0,-200.0,14.8,1144.0,154.0,651.0,115.0,1832.0,1216.0,33.1,28.3,1.4121
300,973.0,-200.0,4.9,761.0,235.0,862.0,156.0,865.0,682.0,12.2,24.0,0.3392
301,1137.0,-200.0,16.7,1200.0,321.0,648.0,135.0,1821.0,1489.0,21.7,42.4,1.0859
302,1040.0,83.0,3.9,705.0,100.0,1149.0,91.0,1324.0,612.0,11.0,58.9,0.7714
303,1182.0,-200.0,14.1,1120.0,137.0,735.0,126.0,1893.0,1095.0,37.9,23.2,1.502
304,1216.0,-200.0,11.7,1039.0,443.0,685.0,132.0,1183.0,1378.0,8.6,54.3,0.606
305,1091.0,-200.0,8.6,925.0,-200.0,701.0,-200.0,1753.0,1058.0,29.7,50.5,2.0767
306,1029.0,-200.0,10.1,983.0,129.0,950.0,97.0,1470.0,879.0,25.1,20.8,0.6516
307,1630.0,-200.0,28.7,1520.0,447.0,427.0,118.0,2166.0,1691.0,25.9,55.8,1.8347
308,1380.0,-200.0,22.3,1359.0,239.0,538.0,120.0,2337.0,1617.0,26.6,51.2,1.7565
309,1506.0,-200.0,20.7,1315.0,-200.0,512.0,-200.0,1954.0,1395.0,23.9,54.6,1.5936
310,1003.0,-200.0,5.9,807.0,219.0,819.0,115.0,1021.0,1005.0,3.7,68.9,0.5549
311,901.0,-200.0,4.4,733.0,27.0,888.0,39.0,1605.0,755.0,24.9,63.5,1.9647
312,779.0,-200.0,3.2,663.0,45.0,1022.0,65.0,1337.0,671.0,20.5,41.2,0.9802
313,960.0,65.0,3.2,666.0,63.0,1266.0,80.0,1224.0,544.0,11.9,46.5,0.6449
314,926.0,-200.0,2.6,623.0,134.0,954.0,96.0,873.0,1011.0,2.0,60.8,0.4337
315,1239.0,73.0,6.9,853.0,106.0,1010.0,93.0,1543.0,1174.0,14.0,57.0,0.9094
316,888.0,-200.0,3.0,652.0,150.0,1025.0,96.0,833.0,547.0,2.9,48.7,0.3706
317,1363.0,-200.0,24.2,1410.0,337.0,565.0,182.0,2199.0,1791.0,28.5,36.8,1.4128
318,1042.0,-200.0,7.9,897.0,63.0,901.0,76.0,1605.0,681.0,35.2,22.6,1.267
319,1167.0,190.0,14.4,1128.0,104.0,829.0,89.0,1716.0,1040.0,25.6,25.5,0.8234
320,1337.0,-200.0,21.6,1339.0,-200.0,525.0,-200.0,1870.0,1622.0,20.6,58.5,1.4054
321,1148.0,-200.0,12.4,1062.0,128.0,753.0,87.0,1825.0,1004.0,21.2,49.3,1.2271
322,1215.0,-200.0,14.8,1141.0,334.0,631.0,118.0,1766.0,1285.0,26.3,48.1,1.6199
323,1003.0,-200.0,4.6,744.0,-200.0,882.0,-200.0,899.0,1138.0,7.8,38.4,0.4085
324,1142.0,67.0,6.9,852.0,89.0,1008.0,101.0,1547.0,1164.0,15.3,61.4,1.058
325,1276.0,-200.0,14.6,1135.0,143.0,625.0,105.0,1887.0,1436.0,29.4,38.7,1.5581
326,938.0,-200.0,2.1,592.0,95.0,992.0,85.0,1032.0,668.0,4.4,80.5,0.6825
327,832.0,22.0,1.0,496.0,-200.0,1613.0,-200.0,1066.0,381.0,14.2,36.1,0.5823
328,1446.0,-200.0,26.1,1458.0,431.0,501.0,189.0,2059.0,1572.0,29.0,40.5,1.5949
329,1310.0,-200.0,21.4,1334.0,617.0,573.0,174.0,1747.0,1633.0,22.4,38.8,1.04
330,1014.0,-200.0,6.7,843.0,279.0,791.0,116.0,1297.0,866.0,16.9,56.5,1.0801
331,-200.0,-200.0,-200.0,-200.0,74.0,-200.0,85.0,-200.0,-200.0,-200.0,-200.0,-200.0
332,965.0,-200.0,8.9,936.0,-200.0,808.0,-200.0,1535.0,866.0,25.4,36.2,1.1562
333,1066.0,-200.0,5.5,787.0,57.0,986.0,56.0,1552.0,689.0,23.9,40.4,1.1787
334,1701.0,-200.0,36.3,1692.0,1220.0,402.0,252.0,1832.0,2415.0,6.2,56.9,0.5419
335,735.0,-200.0,1.4,533.0,-200.0,1338.0,-200.0,1350.0,493.0,21.0,47.5,1.1666
336,1274.0,-200.0,21.2,1329.0,221.0,670.0,178.0,2054.0,1320.0,38.9,18.8,1.29
337,822.0,-200.0,1.8,569.0,14.0,1204.0,22.0,1396.0,429.0,25.6,46.8,1.5111
338,874.0,-200.0,4.8,751.0,199.0,918.0,135.0,792.0,591.0,12.0,19.3,0.2716
339,1022.0,113.0,5.8,802.0,-200.0,916.0,-200.0,1481.0,1078.0,15.7,53.6,0.9483
340,835.0,-200.0,3.7,691.0,52.0,1265.0,67.0,1182.0,517.0,19.1,25.9,0.5673
341,1055.0,-200.0,6.2,821.0,321.0,797.0,194.0,942.0,949.0,8.6,38.1,0.4282
342,1381.0,-200.0,17.6,1227.0,312.0,595.0,162.0,1903.0,1845.0,29.8,33.1,1.3693
343,1389.0,152.0,13.7,1108.0,161.0,887.0,123.0,1712.0,1334.0,25.9,25.9,0.8503
344,1451.0,-200.0,18.8,1264.0,683.0,497.0,181.0,1408.0,1965.0,9.5,47.2,0.5589
345,1177.0,-200.0,10.3,987.0,429.0,692.0,119.0,1324.0,1229.0,16.2,54.5,0.9956
346,754.0,-200.0,2.5,620.0,44.0,1102.0,51.0,1372.0,725.0,16.3,59.8,1.1042
347,1150.0,-200.0,5.9,807.0,276.0,669.0,149.0,1243.0,1042.0,13.6,63.5,0.9857
348,987.0,-200.0,6.2,823.0,-200.0,827.0,-200.0,1027.0,893.0,7.2,50.2,0.5118
349,835.0,-200.0,5.4,785.0,148.0,989.0,56.0,1224.0,780.0,12.2,63.2,0.8964
350,1215.0,-200.0,17.8,1234.0,180.0,796.0,125.0,1735.0,1167.0,23.5,20.8,0.5937
351,915.0,-200.0,7.4,873.0,-200.0,873.0,-200.0,1135.0,915.0,3.7,76.2,0.6137
352,1229.0,-200.0,16.3,1188.0,237.0,557.0,97.0,2033.0,1412.0,24.5,66.2,2.0011
353,1049.0,-200.0,8.0,898.0,153.0,858.0,113.0,1671.0,921.0,29.9,33.2,1.3793
354,1547.0,-200.0,29.2,1532.0,1040.0,1009.0,185.0,1972.0,1718.0,12.3,78.8,1.1279
355,1068.0,-200.0,11.4,1029.0,252.0,650.0,126.0,1612.0,1192.0,27.2,37.4,1.3279
356,1029.0,-200.0,8.3,913.0,-200.0,787.0,-200.0,1373.0,607.0,38.3,19.3,1.2736
357,1375.0,-200.0,18.3,1247.0,583.0,531.0,221.0,1650.0,1375.0,18.3,52.8,1.1016
358,936.0,-200.0,4.0,713.0,21.0,883.0,26.0,1584.0,723.0,23.5,63.6,1.8223
359,828.0,-200.0,1.0,501.0,-200.0,1281.0,-200.0,1189.0,385.0,23.9,47.4,1.3881
360,1055.0,-200.0,5.6,795.0,103.0,807.0,51.0,1494.0,834.0,24.1,59.0,1.7449
361,1036.0,-200.0,6.8,850.0,-200.0,760.0,-200.0,1411.0,1001.0,21.7,60.2,1.5442
362,-200.0,-200.0,-200.0,-200.0,798.0,-200.0,161.0,-200.0,-200.0,-200.0,-200.0,-200.0
363,911.0,-200.0,4.6,743.0,41.0,1052.0,54.0,1370.0,739.0,16.7,43.4,0.8193
364,692.0,-200.0,1.1,507.0,65.0,1483.0,44.0,811.0,353.0,10.6,34.9,0.4455
365,903.0,-200.0,7.4,872.0,-200.0,855.0,-200.0,1108.0,987.0,7.9,61.4,0.6582
366,964.0,-200.0,5.1,769.0,40.0,873.0,56.0,1546.0,572.0,35.2,32.1,1.7898
367,900.0,-200.0,3.8,699.0,-200.0,1036.0,-200.0,1452.0,799.0,21.0,68.6,1.6873
368,1496.0,-200.0,25.7,1447.0,715.0,435.0,188.0,1710.0,1796.0,8.3,75.0,0.8253
369,994.0,-200.0,5.9,806.0,72.0,830.0,90.0,1580.0,674.0,25.9,52.9,1.7478
370,1269.0,-200.0,12.8,1077.0,163.0,773.0,137.0,1706.0,1250.0,20.7,38.0,0.9149
371,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0
372,845.0,-200.0,1.4,534.0,-200.0,1168.0,-200.0,833.0,721.0,4.0,54.3,0.4454
373,-200.0,159.0,-200.0,-200.0,176.0,-200.0,119.0,-200.0,-200.0,-200.0,-200.0,-200.0
374,955.0,-200.0,2.0,582.0,83.0,902.0,68.0,1118.0,611.0,12.2,72.4,1.0224
375,897.0,-200.0,6.7,845.0,322.0,942.0,135.0,943.0,787.0,7.8,36.8,0.3908
376,971.0,-200.0,4.6,741.0,231.0,901.0,145.0,864.0,771.0,2.9,42.8,0.3276
377,1193.0,-200.0,14.7,1139.0,143.0,563.0,47.0,2009.0,1257.0,24.5,61.3,1.8522
378,924.0,-200.0,5.2,774.0,-200.0,987.0,-200.0,1460.0,909.0,11.3,73.8,0.9848
379,1164.0,-200.0,10.5,997.0,295.0,641.0,68.0,1606.0,1113.0,17.6,78.8,1.5723
380,912.0,-200.0,1.7,559.0,72.0,1016.0,64.0,837.0,656.0,5.7,46.6,0.4298
381,1470.0,-200.0,31.4,1584.0,771.0,436.0,195.0,1641.0,2033.0,8.2,36.2,0.3953
382,1066.0,116.0,6.8,849.0,130.0,1039.0,98.0,1468.0,829.0,11.0,64.4,0.8447
383,678.0,-200.0,0.4,427.0,24.0,1771.0,20.0,853.0,286.0,9.5,52.2,0.6198
384,741.0,-200.0,2.1,595.0,-200.0,1191.0,-200.0,1080.0,686.0,14.4,54.5,0.8887
385,,,,,,,,,,,,
386,1234.0,-200.0,10.2,985.0,158.0,815.0,122.0,1572.0,795.0,30.2,22.6,0.9524
387,1479.0,680.0,21.7,1343.0,259.0,631.0,144.0,1995.0,1579.0,14.7,47.0,0.7815
388,1042.0,-200.0,8.3,910.0,438.0,774.0,181.0,922.0,1216.0,4.6,32.5,0.2783
389,947.0,-200.0,3.5,682.0,159.0,906.0,113.0,928.0,488.0,21.0,22.3,0.5468
390,1309.0,-200.0,8.9,937.0,122.0,905.0,97.0,1672.0,1036.0,15.9,57.7,1.0356
391,1097.0,-200.0,14.9,1144.0,434.0,702.0,145.0,1517.0,1274.0,19.1,36.8,0.8066
392,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0
393,1118.0,-200.0,12.9,1079.0,135.0,638.0,68.0,1761.0,1145.0,22.5,52.3,1.41
394,854.0,48.0,3.1,658.0,42.0,1409.0,46.0,1108.0,369.0,22.0,19.0,0.4969
395,1206.0,-200.0,15.8,1175.0,275.0,618.0,130.0,1746.0,1068.0,29.8,38.0,1.5642
396,1091.0,-200.0,9.8,971.0,273.0,703.0,102.0,1148.0,1187.0,5.4,64.1,0.5772
397,-200.0,-200.0,-200.0,-200.0,103.0,-200.0,61.0,-200.0,-200.0,-200.0,-200.0,-200.0
398,975.0,-200.0,3.3,670.0,129.0,943.0,105.0,910.0,616.0,6.9,48.7,0.4874
399,1018.0,-200.0,7.7,885.0,112.0,809.0,77.0,1491.0,864.0,22.1,58.4,1.5393
400,1367.0,-200.0,21.7,1343.0,-200.0,517.0,-200.0,1852.0,1442.0,15.2,74.7,1.2824
401,921.0,-200.0,4.5,738.0,39.0,893.0,41.0,1623.0,818.0,26.5,60.6,2.063
402,904.0,-200.0,6.7,845.0,-200.0,878.0,-200.0,1483.0,775.0,23.8,44.7,1.3019
403,1106.0,-200.0,4.4,733.0,165.0,822.0,109.0,1208.0,902.0,9.9,79.8,0.9725
404,860.0,-200.0,2.5,623.0,51.0,1097.0,59.0,1466.0,552.0,25.3,47.6,1.5159
405,1142.0,-200.0,12.8,1078.0,358.0,670.0,126.0,1256.0,1261.0,16.4,38.2,0.7081
406,1263.0,-200.0,19.4,1279.0,182.0,559.0,105.0,2132.0,1388.0,23.0,50.9,1.4105
407,1033.0,-200.0,4.9,759.0,154.0,735.0,117.0,1185.0,937.0,13.8,65.2,1.0275
408,1539.0,-200.0,22.7,1371.0,854.0,488.0,196.0,1712.0,1943.0,15.5,56.2,0.9814
409,1415.0,-200.0,16.6,1197.0,559.0,486.0,146.0,1539.0,1597.0,12.0,67.4,0.9417
410,1010.0,-200.0,9.0,940.0,329.0,759.0,124.0,960.0,1027.0,14.5,18.0,0.2956
411,1300.0,-200.0,15.0,1149.0,341.0,530.0,165.0,1353.0,1182.0,22.7,24.4,0.6661
412,1222.0,-200.0,14.5,1133.0,282.0,624.0,96.0,1698.0,1195.0,24.9,49.2,1.5251
413,1035.0,-200.0,8.7,929.0,-200.0,887.0,-200.0,1599.0,1009.0,10.2,70.9,0.8841
414,822.0,-200.0,2.4,611.0,-200.0,1191.0,-200.0,1138.0,403.0,33.2,19.0,0.9533
415,1173.0,-200.0,7.7,885.0,274.0,685.0,134.0,1288.0,1038.0,15.6,54.8,0.966
416,1221.0,-200.0,19.9,1293.0,248.0,688.0,74.0,2144.0,1316.0,19.0,61.7,1.3393
417,-200.0,150.0,-200.0,-200.0,169.0,-200.0,86.0,-200.0,-200.0,-200.0,-200.0,-200.0
418,938.0,-200.0,5.1,769.0,-200.0,978.0,-200.0,1463.0,816.0,16.2,56.3,1.0262
419,1402.0,88.0,9.0,939.0,131.0,1140.0,114.0,1555.0,1074.0,11.9,54.0,0.7502
420,912.0,-200.0,3.5,683.0,201.0,961.0,125.0,872.0,699.0,7.0,38.4,0.3861
421,1200.0,-200.0,8.7,929.0,288.0,664.0,132.0,1082.0,1847.0,4.2,63.1,0.5259
422,873.0,-200.0,2.6,629.0,122.0,1049.0,87.0,817.0,467.0,4.4,43.7,0.3688
423,1161.0,-200.0,11.0,1016.0,-200.0,849.0,-200.0,1642.0,1187.0,24.4,30.9,0.934
424,1511.0,-200.0,21.4,1334.0,590.0,433.0,146.0,1804.0,1606.0,13.1,70.2,1.0567
425,1232.0,-200.0,8.8,931.0,451.0,674.0,166.0,1171.0,1627.0,8.9,54.6,0.6226
426,1172.0,-200.0,11.1,1017.0,315.0,623.0,198.0,1185.0,1163.0,7.6,47.8,0.5013
427,979.0,-200.0,7.0,857.0,97.0,1082.0,96.0,1546.0,797.0,19.8,46.8,1.0697
428,1032.0,-200.0,5.6,791.0,242.0,793.0,156.0,915.0,1278.0,4.5,47.9,0.4079
429,1085.0,204.0,8.2,907.0,133.0,976.0,101.0,1419.0,893.0,16.6,34.0,0.6353
430,961.0,-200.0,4.9,759.0,-200.0,943.0,-200.0,1375.0,799.0,22.4,53.6,1.4379
431,1188.0,-200.0,12.9,1082.0,-200.0,790.0,-200.0,1653.0,1077.0,21.3,27.3,0.6856
432,893.0,48.0,2.0,587.0,46.0,1368.0,58.0,1219.0,433.0,10.7,58.2,0.7459
433,797.0,-200.0,2.5,621.0,23.0,1105.0,37.0,1303.0,562.0,21.6,44.0,1.1225
434,988.0,-200.0,4.0,713.0,78.0,1092.0,79.0,1455.0,716.0,18.9,49.3,1.0668
435,973.0,-200.0,6.0,810.0,-200.0,820.0,-200.0,1599.0,1002.0,25.8,46.6,1.5269
436,1215.0,-200.0,6.7,843.0,-200.0,929.0,-200.0,1551.0,862.0,15.9,59.2,1.0635
437,889.0,-200.0,3.8,698.0,27.0,1132.0,40.0,1234.0,437.0,40.2,12.3,0.8983
438,1425.0,624.0,21.0,1325.0,238.0,678.0,146.0,1965.0,1356.0,15.3,47.4,0.8178
439,872.0,-200.0,4.0,708.0,39.0,1106.0,56.0,1331.0,489.0,38.9,15.6,1.0613
440,1209.0,-200.0,18.8,1262.0,614.0,618.0,135.0,1708.0,1392.0,16.9,50.3,0.958
441,944.0,-200.0,7.0,857.0,67.0,880.0,77.0,1463.0,631.0,35.2,22.3,1.2467
442,1022.0,-200.0,5.2,771.0,289.0,812.0,165.0,941.0,769.0,5.9,45.4,0.4244
443,1348.0,-200.0,15.3,1157.0,376.0,564.0,88.0,1810.0,1307.0,23.8,65.0,1.8897
444,1390.0,-200.0,16.4,1191.0,218.0,759.0,135.0,1879.0,1268.0,14.5,54.4,0.8917
445,1096.0,-200.0,6.3,826.0,378.0,795.0,103.0,1285.0,911.0,13.0,79.2,1.182
446,1100.0,-200.0,9.4,954.0,87.0,809.0,106.0,1512.0,1360.0,40.1,14.9,1.0828
447,903.0,-200.0,2.7,631.0,-200.0,1070.0,-200.0,1458.0,550.0,27.8,43.7,1.6039
448,914.0,56.0,2.4,610.0,54.0,1322.0,65.0,1230.0,455.0,10.4,58.4,0.7352
449,1080.0,-200.0,7.8,890.0,-200.0,723.0,-200.0,1702.0,869.0,29.8,49.1,2.0248
450,1003.0,-200.0,5.5,787.0,-200.0,850.0,-200.0,1518.0,636.0,34.6,30.1,1.6296
451,998.0,-200.0,8.5,920.0,241.0,802.0,103.0,1365.0,1042.0,16.6,51.3,0.9634
452,929.0,-200.0,5.9,805.0,146.0,879.0,86.0,1270.0,974.0,17.2,53.9,1.0498
453,1036.0,-200.0,9.1,943.0,109.0,770.0,118.0,1509.0,770.0,36.3,19.5,1.1539
454,955.0,-200.0,4.3,725.0,205.0,890.0,138.0,880.0,770.0,9.1,34.5,0.3994
455,999.0,-200.0,3.6,690.0,193.0,1027.0,86.0,1192.0,707.0,11.8,80.7,1.1181
456,949.0,-200.0,4.8,754.0,-200.0,884.0,-200.0,1393.0,759.0,16.6,77.3,1.4491
457,,,,,,,,,,,,
458,942.0,-200.0,5.6,791.0,55.0,841.0,69.0,1551.0,859.0,23.5,51.3,1.467
459,875.0,-200.0,4.8,753.0,31.0,978.0,36.0,1402.0,579.0,38.3,19.8,1.3067
460,851.0,-200.0,4.3,726.0,124.0,897.0,42.0,1277.0,799.0,15.0,77.9,1.3197
461,1485.0,449.0,17.5,1223.0,242.0,650.0,126.0,1980.0,1302.0,14.4,77.4,1.2654
462,1330.0,-200.0,14.9,1145.0,597.0,537.0,188.0,1399.0,1668.0,8.6,57.6,0.6471
463,1075.0,145.0,7.9,896.0,128.0,938.0,94.0,1487.0,936.0,19.6,35.9,0.81
464,1658.0,-200.0,27.1,1482.0,898.0,419.0,186.0,1893.0,2030.0,14.2,67.8,1.0879
465,1060.0,-200.0,13.4,1099.0,122.0,742.0,98.0,1838.0,1077.0,22.5,45.3,1.2226
466,1515.0,-200.0,18.7,1259.0,632.0,508.0,147.0,1695.0,1555.0,15.6,70.2,1.238
467,-200.0,-200.0,-200.0,-200.0,136.0,-200.0,105.0,-200.0,-200.0,-200.0,-200.0,-200.0
468,812.0,-200.0,1.5,541.0,89.0,1309.0,70.0,774.0,616.0,5.2,45.9,0.4099
469,1017.0,-200.0,11.7,1039.0,457.0,769.0,161.0,1149.0,1024.0,18.1,21.0,0.4321
470,1247.0,-200.0,16.9,1206.0,313.0,600.0,148.0,1785.0,1233.0,26.2,48.7,1.6256
471,1446.0,-200.0,25.2,1434.0,442.0,522.0,190.0,2075.0,1619.0,31.6,34.8,1.5925
472,806.0,-200.0,0.6,459.0,55.0,1322.0,50.0,728.0,368.0,3.1,44.4,0.342
473,1038.0,-200.0,5.2,773.0,67.0,749.0,61.0,1568.0,687.0,27.5,50.4,1.8274
474,732.0,-200.0,2.4,613.0,44.0,1273.0,40.0,1413.0,605.0,18.2,54.1,1.1155
475,1483.0,-200.0,17.4,1222.0,318.0,597.0,109.0,2054.0,1529.0,17.4,68.9,1.3557
476,866.0,-200.0,3.6,689.0,57.0,1138.0,45.0,1456.0,767.0,13.1,70.2,1.0554
477,1584.0,664.0,23.8,1399.0,244.0,642.0,130.0,1947.0,1675.0,13.3,35.6,0.5416
478,1052.0,-200.0,9.7,966.0,-200.0,726.0,-200.0,1446.0,982.0,22.2,41.4,1.097
479,814.0,-200.0,0.6,449.0,54.0,1363.0,50.0,674.0,328.0,3.7,37.5,0.3012
480,1125.0,-200.0,16.6,1199.0,171.0,601.0,97.0,1850.0,1304.0,21.6,40.9,1.0468
481,1042.0,84.0,5.2,772.0,51.0,923.0,61.0,1495.0,968.0,16.8,59.5,1.1269
482,-200.0,-200.0,-200.0,-200.0,122.0,-200.0,100.0,-200.0,-200.0,-200.0,-200.0,-200.0
483,1049.0,-200.0,6.9,853.0,-200.0,699.0,-200.0,1605.0,882.0,23.5,59.8,1.7141
484,839.0,-200.0,2.4,609.0,36.0,1276.0,59.0,1286.0,643.0,20.8,32.3,0.7813
485,1544.0,609.0,18.9,1266.0,280.0,613.0,148.0,2066.0,1415.0,14.5,75.7,1.2425
486,804.0,-200.0,2.2,597.0,-200.0,1077.0,-200.0,1454.0,566.0,23.8,57.5,1.6723
487,1368.0,-200.0,21.4,1334.0,660.0,529.0,173.0,1547.0,1653.0,13.8,48.9,0.7699
488,948.0,35.0,2.7,634.0,43.0,1320.0,61.0,1326.0,715.0,11.3,60.0,0.8025
489,1248.0,297.0,13.6,1103.0,143.0,872.0,122.0,1632.0,1002.0,27.6,22.8,0.8288
490,1336.0,-200.0,15.9,1176.0,208.0,656.0,131.0,1891.0,1468.0,18.2,54.7,1.1336
491,1373.0,546.0,17.1,1213.0,200.0,791.0,128.0,1711.0,1354.0,22.4,20.0,0.5352
492,933.0,-200.0,5.5,786.0,144.0,1018.0,73.0,1306.0,858.0,22.3,43.8,1.1631
493,1016.0,-200.0,5.3,780.0,61.0,967.0,70.0,1566.0,806.0,19.5,57.1,1.2806
494,1012.0,-200.0,8.1,904.0,65.0,794.0,79.0,1653.0,695.0,35.2,31.2,1.7485
495,1497.0,283.0,15.7,1171.0,147.0,725.0,123.0,1899.0,1248.0,24.9,38.1,1.1838
496,910.0,-200.0,4.0,712.0,94.0,872.0,42.0,1341.0,836.0,19.6,66.9,1.5125
497,1185.0,-200.0,5.9,807.0,-200.0,685.0,-200.0,1051.0,1467.0,5.0,66.3,0.5811
498,926.0,-200.0,10.9,1010.0,132.0,904.0,110.0,1526.0,720.0,19.7,28.5,0.6445
499,1283.0,-200.0,15.0,1149.0,586.0,587.0,235.0,1148.0,1799.0,6.3,39.4,0.3795
500,1297.0,-200.0,13.5,1100.0,-200.0,598.0,-200.0,1710.0,1350.0,21.5,63.2,1.5993
501,1189.0,-200.0,23.1,1381.0,-200.0,566.0,-200.0,1574.0,1426.0,9.5,57.9,0.6877
502,989.0,-200.0,7.8,889.0,85.0,889.0,89.0,1602.0,664.0,35.3,20.8,1.1664
503,1582.0,-200.0,26.0,1455.0,875.0,423.0,216.0,1725.0,1813.0,5.1,83.0,0.7352
504,1091.0,-200.0,11.7,1039.0,-200.0,699.0,-200.0,1586.0,923.0,29.6,27.5,1.1229
505,979.0,-200.0,12.2,1057.0,-200.0,701.0,-200.0,1473.0,760.0,22.0,37.3,0.9768
506,954.0,28.0,2.9,645.0,60.0,1260.0,78.0,1334.0,925.0,11.6,61.9,0.8442
